Code,Description,Label,Type
320013003,PRAVASTATIN TABS 20MG,pravastatin,dmd_code
320013003,PRAVASTATIN TAB 20mg,pravastatin,dmd_code
320012008,PRAVASTATIN TABS 10MG,pravastatin,dmd_code
320013003,Pravastatin Tablets 20 mg,pravastatin,dmd_code
320012008,Pravastatin Tablets 10 mg,pravastatin,dmd_code
320014009,PRAVASTATIN TABS 40 MG,pravastatin,dmd_code
320012008,PRAVASTATIN TABLETS 10 MG,pravastatin,dmd_code
320013003,PRAVASTATIN TABLETS 20 MG,pravastatin,dmd_code
320012008,PRAVASTATIN SODIUM 10mg tablets,pravastatin,dmd_code
320013003,PRAVASTATIN SODIUM 20mg tablets,pravastatin,dmd_code
320012008,PRAVASTATIN tabs 10 MG,pravastatin,dmd_code
320014009,pravastatin tablets 40mg,pravastatin,dmd_code
320014009,PRAVASTATIN SODIUM 40mg tablets,pravastatin,dmd_code
299275001000027104,PRAVASTATIN tablets 10mg,pravastatin,dmd_code
bxe5.,Pravastatin 10mg tablets,pravastatin,read_2
bxe5.00,PRAVASTATIN tabs 10mg,pravastatin,read_2
bxe5.00,Pravastatin 10mg tablets,pravastatin,read_2
bxe5.00,PRAVASTATIN tablets 10mg,pravastatin,read_2
bxe5.00,*PRAVASTATIN 10mg tablets,pravastatin,read_2
bxe5.00,Pravastatin  Tablets  10 mg,pravastatin,read_2
bxe5.00,PRAVASTATIN TAB 10mg,pravastatin,read_2
bxe5.00,PRAVASTATIN SODIUM 10mg tabs,pravastatin,read_2
bxe5.00,PRAVASTATIN TAB 10,pravastatin,read_2
bxe5.00,PRAVASTATIN TABS 10MG,pravastatin,read_2
bxe5.00,Pravastatin Tablets 10 mg,pravastatin,read_2
bxe5.00,PRAVASTATIN TABLETS 10 MG,pravastatin,read_2
bxe5.00,PRAVASTATIN SODIUM 10mg tablets,pravastatin,read_2
bxe5.00,PRAVASTATIN tabs 10 MG,pravastatin,read_2
bxe6.,Pravastatin 20mg tablets,pravastatin,read_2
bxe6.,PRAVASTATIN tabs 20mg,pravastatin,read_2
bxe6.00,PRAVASTATIN tabs 20mg,pravastatin,read_2
bxe6.00,Pravastatin 20mg tablets,pravastatin,read_2
bxe6.00,PRAVASTATIN tablets 20mg,pravastatin,read_2
bxe6.00,PRAVASTATIN,pravastatin,read_2
bxe6.00,Pravastatin  Tablets  20 mg,pravastatin,read_2
bxe6.00,pravastatin tablets 20mg,pravastatin,read_2
bxe6.00,PRAVASTATIN TAB 20,pravastatin,read_2
bxe6.00,PRAVASTATIN TABS 20MG,pravastatin,read_2
bxe6.00,PRAVASTATIN TAB 20mg,pravastatin,read_2
bxe6.00,Pravastatin Tablets 20 mg,pravastatin,read_2
bxe6.00,PRAVASTATIN TABLETS 20 MG,pravastatin,read_2
bxe6.00,PRAVASTATIN SODIUM 20mg tablets,pravastatin,read_2
bxe7.,Pravastatin 40mg tablets,pravastatin,read_2
bxe7.,PRAVASTATIN tabs 40mg,pravastatin,read_2
bxe7.00,PRAVASTATIN tabs 40mg,pravastatin,read_2
bxe7.00,Pravastatin 40mg tablets,pravastatin,read_2
bxe7.00,PRAVASTATIN,pravastatin,read_2
bxe7.00,Pravastatin Tablets 40 mg,pravastatin,read_2
bxe7.00,Pravastatin  Tablets  40 mg,pravastatin,read_2
bxe7.00,Pravastatin tablets 40mg,pravastatin,read_2
bxe7.00,PRAVASTATIN tablets 40mg,pravastatin,read_2
bxe7.00,Pravastatin sodium 40 mg tablets,pravastatin,read_2
bxe7.00,PRAVASTATIN TABS 40 MG,pravastatin,read_2
bxe7.00,pravastatin tablets 40mg,pravastatin,read_2
bxe7.00,PRAVASTATIN SODIUM 40mg tablets,pravastatin,read_2
02.12.04.00.00,Rosuvastatin 10mg tablets,rosuvastatin,bnf_code
02.12.04.00.00,Rosuvastatin 5mg tablets,rosuvastatin,bnf_code
02.12.04.00.00,Rosuvastatin 40mg tablets,rosuvastatin,bnf_code
02.12.04.00.00,Rosuvastatin 20mg tablets,rosuvastatin,bnf_code
02120400,Rosuvastatin 10mg tablets,rosuvastatin,bnf_code
02120400,Rosuvastatin 5mg tablets,rosuvastatin,bnf_code
02120400,Rosuvastatin 20mg tablets,rosuvastatin,bnf_code
02120400,Rosuvastatin 40mg tablets,rosuvastatin,bnf_code
0212,Rosuvastatin  Tablets  5 mg,rosuvastatin,bnf_code
0212,Rosuvastatin TABS 10MG,rosuvastatin,bnf_code
0212,Rosuvastatin  Tablets  10 mg,rosuvastatin,bnf_code
0212,ROSUVASTATIN TABLETS 10MG,rosuvastatin,bnf_code
0212,Rosuvastatin TABS 5MG,rosuvastatin,bnf_code
0212,ROSUVASTATIN TABLETS 5MG,rosuvastatin,bnf_code
0212,ROSUVASTATIN TABLETS 10 MG,rosuvastatin,bnf_code
0212,ROSUVASTATIN 10MG,rosuvastatin,bnf_code
0212,Rosuvastatin  Tablets  20 mg,rosuvastatin,bnf_code
0212,Rosuvastatin TABS 20MG,rosuvastatin,bnf_code
0212,ROSUVASTATIN TABLETS 20MG,rosuvastatin,bnf_code
0212,Rosuvastatin TABS 40MG,rosuvastatin,bnf_code
0212,Rosuvastatin  Tablets  40 mg,rosuvastatin,bnf_code
0212,ROSUVASTATIN TABLETS 40MG,rosuvastatin,bnf_code
0212,Rosuvastatin TABS 5mg,rosuvastatin,bnf_code
02120400,ROSUVASTATIN tabs 10mg,rosuvastatin,bnf_code
02120400,ROSUVASTATIN tabs 40mg,rosuvastatin,bnf_code
0212,ROSUVASTATIN TABLETS 20 MG,rosuvastatin,bnf_code
0212,Rosuvastatin TABS 10mg,rosuvastatin,bnf_code
02120400,ROSUVASTATIN tabs 5mg,rosuvastatin,bnf_code
408036003,ROSUVASTATIN tabs 10mg,rosuvastatin,dmd_code
408036003,Rosuvastatin 10mg tablets,rosuvastatin,dmd_code
408037007,Rosuvastatin 20mg tablets,rosuvastatin,dmd_code
409108001,ROSUVASTATIN tabs 5mg,rosuvastatin,dmd_code
409108001,Rosuvastatin 5mg tablets,rosuvastatin,dmd_code
408037007,ROSUVASTATIN tabs 20mg,rosuvastatin,dmd_code
408036003,Rosuvastatin Tablets 10 mg,rosuvastatin,dmd_code
408024009,Rosuvastatin 40mg tablets,rosuvastatin,dmd_code
408024009,ROSUVASTATIN tabs 40mg,rosuvastatin,dmd_code
409108001,Rosuvastatin Tablets 5 mg,rosuvastatin,dmd_code
409108001,rosuvastatin tablets 5mg,rosuvastatin,dmd_code
408036003,rosuvastatin tablets 10mg,rosuvastatin,dmd_code
408037007,rosuvastatin tablets 20mg,rosuvastatin,dmd_code
409108001,Rosuvastatin  Tablets  5 mg,rosuvastatin,dmd_code
408024009,Rosuvastatin 40 mg tablets,rosuvastatin,dmd_code
408024009,rosuvastatin tablets 40mg,rosuvastatin,dmd_code
299275001000027104,ROSUVASTATIN tablets 20mg,rosuvastatin,dmd_code
299275001000027104,ROSUVASTATIN tablets 10mg,rosuvastatin,dmd_code
408037007,ROSUVASTATIN tablets 20mg,rosuvastatin,dmd_code
408036003,Rosuvastatin 10 mg tablets,rosuvastatin,dmd_code
bxkw.,Rosuvastatin 5mg tablets,rosuvastatin,read_2
bxkw.,ROSUVASTATIN tabs 5mg,rosuvastatin,read_2
bxkw.00,ROSUVASTATIN tabs 5mg,rosuvastatin,read_2
bxkw.00,Rosuvastatin 5mg tablets,rosuvastatin,read_2
bxkw.00,Rosuvastatin Tablets 5 mg,rosuvastatin,read_2
bxkw.00,rosuvastatin tablets 5mg,rosuvastatin,read_2
bxkw.00,Rosuvastatin  Tablets  5 mg,rosuvastatin,read_2
bxkx.,Rosuvastatin 10mg tablets,rosuvastatin,read_2
bxkx.,ROSUVASTATIN tabs 10mg,rosuvastatin,read_2
bxkx.00,ROSUVASTATIN tabs 10mg,rosuvastatin,read_2
bxkx.00,Rosuvastatin 10mg tablets,rosuvastatin,read_2
bxkx.00,Rosuvastatin Tablets 10 mg,rosuvastatin,read_2
bxkx.00,rosuvastatin tablets 10mg,rosuvastatin,read_2
bxkx.00,Rosuvastatin 10 mg tablets,rosuvastatin,read_2
bxky.,Rosuvastatin 20mg tablets,rosuvastatin,read_2
bxky.00,Rosuvastatin 20mg tablets,rosuvastatin,read_2
bxky.00,ROSUVASTATIN tabs 20mg,rosuvastatin,read_2
bxky.00,rosuvastatin tablets 20mg,rosuvastatin,read_2
bxky.00,ROSUVASTATIN tablets 20mg,rosuvastatin,read_2
bxkz.,Rosuvastatin 40mg tablets,rosuvastatin,read_2
bxkz.,ROSUVASTATIN tabs 40mg,rosuvastatin,read_2
bxkz.00,Rosuvastatin 40mg tablets,rosuvastatin,read_2
bxkz.00,ROSUVASTATIN tabs 40mg,rosuvastatin,read_2
bxkz.00,Rosuvastatin 40 mg tablets,rosuvastatin,read_2
bxkz.00,rosuvastatin tablets 40mg,rosuvastatin,read_2
02.12.04.00.00,Crestor 10mg tablets (AstraZeneca UK Ltd),rosuvastatin,bnf_code
02.12.04.00.00,Crestor 5mg tablets (AstraZeneca UK Ltd),rosuvastatin,bnf_code
02.12.04.00.00,Crestor 20mg tablets (AstraZeneca UK Ltd),rosuvastatin,bnf_code
02120400,Crestor 20mg tablets (AstraZeneca UK Ltd),rosuvastatin,bnf_code
0212,CRESTOR TABLETS 10MG,rosuvastatin,bnf_code
02.12.04.00.00,Crestor 40mg tablets (AstraZeneca UK Ltd),rosuvastatin,bnf_code
02120400,Crestor 5mg tablets (AstraZeneca UK Ltd),rosuvastatin,bnf_code
02120400,Crestor 10mg tablets (AstraZeneca UK Ltd),rosuvastatin,bnf_code
0212,Crestor  Tablets  5 mg,rosuvastatin,bnf_code
4171011000001104,CRESTOR tabs 10mg,rosuvastatin,dmd_code
4171311000001101,CRESTOR tabs 20mg,rosuvastatin,dmd_code
4171311000001101,Crestor 20mg tablets (AstraZeneca UK Ltd),rosuvastatin,dmd_code
4171011000001104,Crestor 10mg tablets (AstraZeneca UK Ltd),rosuvastatin,dmd_code
9747511000001107,CRESTOR tabs 5mg,rosuvastatin,dmd_code
9747511000001107,Crestor 5mg tablets (AstraZeneca UK Ltd),rosuvastatin,dmd_code
4172111000001108,CRESTOR tabs 40mg,rosuvastatin,dmd_code
4172111000001108,Crestor 40mg tablets (AstraZeneca UK Ltd),rosuvastatin,dmd_code
bxk1.,Crestor 10mg tablets (AstraZeneca UK Ltd),rosuvastatin,read_2
bxk1.00,CRESTOR tabs 10mg,rosuvastatin,read_2
bxk1.00,Crestor 10mg tablets (AstraZeneca UK Ltd),rosuvastatin,read_2
bxk2.,Crestor 20mg tablets (AstraZeneca UK Ltd),rosuvastatin,read_2
bxk2.00,CRESTOR tabs 20mg,rosuvastatin,read_2
bxk2.00,Crestor 20mg tablets (AstraZeneca UK Ltd),rosuvastatin,read_2
bxk3.00,CRESTOR tabs 40mg,rosuvastatin,read_2
bxk3.00,Crestor 40mg tablets (AstraZeneca UK Ltd),rosuvastatin,read_2
bxk4.,Crestor 5mg tablets (AstraZeneca UK Ltd),rosuvastatin,read_2
bxk4.00,CRESTOR tabs 5mg,rosuvastatin,read_2
bxk4.00,Crestor 5mg tablets (AstraZeneca UK Ltd),rosuvastatin,read_2
02120400,Simvastatin 40mg tablets,simvastatin,bnf_code
02.12.04.00.00,Simvastatin 40mg tablets,simvastatin,bnf_code
02.12.04.00.00,Simvastatin 20mg tablets,simvastatin,bnf_code
02.12.04.00.00,Simvastatin 10mg tablets,simvastatin,bnf_code
02.12.04.00.00,Simvastatin 80mg tablets,simvastatin,bnf_code
0212000Y0AAADAD,SIMVASTATIN TABLETS 40MG,simvastatin,bnf_code
0212000Y0AAADAD,Simvastatin  Tablets  40 mg,simvastatin,bnf_code
0212000Y0AAABAB,Simvastatin  Tablets  20 mg,simvastatin,bnf_code
0212000Y0AAAAAA,Simvastatin  Tablets  10 mg,simvastatin,bnf_code
02120400,Simvastatin 20mg tablets,simvastatin,bnf_code
02120400,Simvastatin 10mg tablets,simvastatin,bnf_code
0212000Y0AAAAAA,Simvastatin TABS 10MG,simvastatin,bnf_code
0212000Y0AAADAD,Simvastatin TABS 40MG,simvastatin,bnf_code
02.12.02.00.00,Simvastatin 20mg / Ezetimibe 10mg tablets,simvastatin,bnf_code
0212000Y0AAABAB,Simvastatin TABS 20MG,simvastatin,bnf_code
0212,Simvastatin TABS 80MG,simvastatin,bnf_code
0212,Simvastatin  Tablets  80 mg,simvastatin,bnf_code
0212000Y0AAAAAA,SIMVASTATIN TABLETS 10MG,simvastatin,bnf_code
0212000Y0AAABAB,SIMVASTATIN TABLETS 20MG,simvastatin,bnf_code
02.12.04.00.00,Simvastatin 20mg tablets (Almus Pharmaceuticals Ltd),simvastatin,bnf_code
02.12.04.00.00,Simvastatin 20mg tablets (Teva UK Ltd),simvastatin,bnf_code
02.12.02.00.00,Simvastatin 40mg / Ezetimibe 10mg tablets,simvastatin,bnf_code
02.12.04.00.00,Simvastatin 40mg tablets (Actavis UK Ltd),simvastatin,bnf_code
02.12.04.00.00,Simvastatin 80mg / Ezetimibe 10mg tablets,simvastatin,bnf_code
02.12.04.00.00,Simvastatin 40mg tablets (Teva UK Ltd),simvastatin,bnf_code
02.12.04.00.00,Simvastatin 10mg tablets (Dexcel-Pharma Ltd),simvastatin,bnf_code
02.12.04.00.00,Simvastatin 40mg tablets (Kent Pharmaceuticals Ltd),simvastatin,bnf_code
0212000Y0AAADAD,Simvastatin TABLETS 40MG,simvastatin,bnf_code
0212000Y0AAABAB,Simvastatin TABLETS 20MG,simvastatin,bnf_code
02.12.04.00.00,Simvastatin 10mg tablets (Almus Pharmaceuticals Ltd),simvastatin,bnf_code
02.12.04.00.00,Simvastatin 10mg tablets (Teva UK Ltd),simvastatin,bnf_code
02120400,SIMVASTATIN tabs 40mg,simvastatin,bnf_code
02.12.04.00.00,Simvastatin 10mg tablets (Actavis UK Ltd),simvastatin,bnf_code
02120400,Simvastatin 80mg tablets,simvastatin,bnf_code
02.12.04.00.00,Simvastatin 40mg tablets (Almus Pharmaceuticals Ltd),simvastatin,bnf_code
0212,SIMVASTATIN TABLETS 80MG,simvastatin,bnf_code
02.12.04.00.00,Simvastatin 40mg/5ml oral suspension sugar free,simvastatin,bnf_code
02.12.04.00.00,Simvastatin 40mg tablets (Dexcel-Pharma Ltd),simvastatin,bnf_code
02.12.04.00.00,Simvastatin 40mg tablets (Ranbaxy (UK) Ltd),simvastatin,bnf_code
0212000Y0AAAAAA,Simvastatin TABLETS 10MG,simvastatin,bnf_code
0212000Y0AAADAD,SIMVASTATIN 40MG TABLET,simvastatin,bnf_code
02.12.04.00.00,Simvastatin 20mg tablets (PLIVA Pharma Ltd),simvastatin,bnf_code
02.12.04.00.00,Simvastatin 20mg tablets (Kent Pharmaceuticals Ltd),simvastatin,bnf_code
02.12.04.00.00,Simvastatin 20mg tablets (Actavis UK Ltd),simvastatin,bnf_code
02.12.04.00.00,Simvastatin 20mg tablets (A A H Pharmaceuticals Ltd),simvastatin,bnf_code
02.12.04.00.00,Simvastatin 20mg/5ml oral suspension sugar free,simvastatin,bnf_code
0212000Y0AAADAD,SIMVASTATIN 40 MG TAB,simvastatin,bnf_code
02.12.04.00.00,Simvastatin 40mg tablets (Wockhardt UK Ltd),simvastatin,bnf_code
0212000Y0AAADAD,SIMVASTATIN 40MG 40MG,simvastatin,bnf_code
02.12.04.00.00,Simvastatin 80mg tablets (Actavis UK Ltd),simvastatin,bnf_code
0212000Y0AAADAD,SIMVASTATIN 40MG TAB,simvastatin,bnf_code
02.12.04.00.00,Simvastatin 80mg tablets (A A H Pharmaceuticals Ltd),simvastatin,bnf_code
02.12.04.00.00,Simvastatin 40mg tablets (Mylan Ltd),simvastatin,bnf_code
0212,Ezetimibe And Simvastatin  Tablets  10 mg + 20 mg,simvastatin,bnf_code
0212,Ezetimibe And Simvastatin  Tablets  10 mg + 40 mg,simvastatin,bnf_code
02.12.04.00.00,Simvastatin 40mg tablets (Sandoz Ltd),simvastatin,bnf_code
02.12.04.00.00,Simvastatin 10mg tablets (Mylan Ltd),simvastatin,bnf_code
02120400,SIMVASTATIN tabs 20mg,simvastatin,bnf_code
02120400,Simvastatin 40mg/5ml oral suspension sugar free,simvastatin,bnf_code
0212000Y0AAAAAA,SIMVASTATIN 10MG,simvastatin,bnf_code
02.12.04.00.00,Simvastatin 40mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd),simvastatin,bnf_code
02.12.04.00.00,Simvastatin 20mg tablets (Sandoz Ltd),simvastatin,bnf_code
02.12.04.00.00,Simvastatin 40mg tablets (A A H Pharmaceuticals Ltd),simvastatin,bnf_code
0212000Y0AAAAAA,SIMVASTATIN 10 MG TAB,simvastatin,bnf_code
0212000Y0AAADAD,Simvastatin TABS 40mg,simvastatin,bnf_code
0212000Y0AAADAD,SIMVASTATIN 40MGS TABS,simvastatin,bnf_code
02120400,Simvastatin Tablets 40mg,simvastatin,bnf_code
02.12.04.00.00,Simvastatin 10mg tablets (A A H Pharmaceuticals Ltd),simvastatin,bnf_code
02.12.04.00.00,Simvastatin 20mg/5ml oral suspension sugar free (Rosemont Pharmaceuticals Ltd),simvastatin,bnf_code
02120400,SIMVASTATIN tabs 80mg,simvastatin,bnf_code
02.12.04.00.00,simvastatin oral suspension sugar-free 20mg/5ml,simvastatin,bnf_code
02.12.04.00.00,Simvastatin 80mg tablets (Teva UK Ltd),simvastatin,bnf_code
02.12.04.00.00,Simvastatin 10mg tablets (Kent Pharmaceuticals Ltd),simvastatin,bnf_code
0212000Y0AAABAB,SIMVASTATIN 20 MG TAB,simvastatin,bnf_code
02.12.04.00.00,Simvastatin 80mg tablets (IVAX Pharmaceuticals UK Ltd),simvastatin,bnf_code
02.12.04.00.00,Simvastatin 20mg tablets (Mylan Ltd),simvastatin,bnf_code
0212000Y0AAAAAA,SIMVASTATIN TABLETS 10MG-P42 0,simvastatin,bnf_code
0212000Y0AAABAB,SIMVASTATIN TABLETS 20MG-P42 0,simvastatin,bnf_code
02120200,Simvastatin 40mg / Ezetimibe 10mg tablets,simvastatin,bnf_code
02.12.04.00.00,Simvastatin 40mg/5ml oral suspension sugar free (Rosemont Pharmaceuticals Ltd),simvastatin,bnf_code
02.12.04.00.00,Simvastatin 80mg tablets (Almus Pharmaceuticals Ltd),simvastatin,bnf_code
0212000Y0AAABAB,SIMVASTATIN 20MG. TABLETS,simvastatin,bnf_code
02.12.04.00.00,Simvastatin 20mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd),simvastatin,bnf_code
0212,Simvastatin  Oral Suspension (Sugar-Free)  40 mg/5 ml,simvastatin,bnf_code
0212000Y0AAAAAA,Simvastatin-P42 10mg Tablet,simvastatin,bnf_code
02.12.04.00.00,Simvastatin 80mg tablets (Mylan Ltd),simvastatin,bnf_code
02.12.04.00.00,Simvastatin 20mg tablets (Wockhardt UK Ltd),simvastatin,bnf_code
02.12.04.00.00,Simvastatin 80mg tablets (Focus Pharmaceuticals Ltd),simvastatin,bnf_code
320000009,Simvastatin 40mg tablets,simvastatin,dmd_code
320000009,SIMVASTATIN tabs 40mg,simvastatin,dmd_code
319997009,SIMVASTATIN tabs 20mg,simvastatin,dmd_code
319997009,Simvastatin 20mg tablets,simvastatin,dmd_code
319996000,Simvastatin 10mg tablets,simvastatin,dmd_code
319996000,SIMVASTATIN tabs 10mg,simvastatin,dmd_code
319997009,Simvastatin  Tablets  20 mg,simvastatin,dmd_code
319996000,SIMVASTATIN TAB 10mg,simvastatin,dmd_code
320006003,Simvastatin 80mg tablets,simvastatin,dmd_code
320006003,SIMVASTATIN tabs 80mg,simvastatin,dmd_code
319996000,SIMVASTATIN TABLETS 10 MG,simvastatin,dmd_code
319997009,SIMVASTATIN tablets 20mg,simvastatin,dmd_code
319996000,SIMVASTATIN TABS 10MG,simvastatin,dmd_code
319997009,SIMVASTATIN TABS 20MG,simvastatin,dmd_code
320000009,Simvastatin tablets 40mg,simvastatin,dmd_code
319997009,Simvastatin tablets 20mg,simvastatin,dmd_code
320000009,SIMVASTATIN tablets 40mg,simvastatin,dmd_code
319996000,Simvastatin Tablets 10 mg,simvastatin,dmd_code
319997009,Simvastatin Tablets 20 mg,simvastatin,dmd_code
319997009,SIMVASTATIN TAB 20mg,simvastatin,dmd_code
320000009,Simvastatin  Tablets  40 mg,simvastatin,dmd_code
319997009,simvastatin tablets 20mg,simvastatin,dmd_code
4464211000001103,SIMVASTATIN tablets 40mg,simvastatin,dmd_code
299275001000027104,SIMVASTATIN 20mg tablets,simvastatin,dmd_code
320000009,simvastatin tablets 40mg,simvastatin,dmd_code
319996000,SIMVASTATIN TAB 10,simvastatin,dmd_code
299275001000027104,simvastatin tablets 10mg,simvastatin,dmd_code
319996000,SIMVASTATIN tablets 10mg,simvastatin,dmd_code
320000009,Simvastatin Tablets 40 mg,simvastatin,dmd_code
240705001000027108,SIMVASTATIN + EZETIMIBE tabs 20mg + 10mg,simvastatin,dmd_code
240705001000027108,Simvastatin 20mg with ezetimibe 10mg tablet,simvastatin,dmd_code
319996000,Simvastatin tablets 10mg,simvastatin,dmd_code
319996000,Simvastatin 10 mg tablets,simvastatin,dmd_code
299275001000027104,Simvastatin 20 mg tablets,simvastatin,dmd_code
299275001000027104,Simvastatin 40 mg tablets,simvastatin,dmd_code
299275001000027104,SIMVASTATIN tabs 10 mg,simvastatin,dmd_code
320006003,simvastatin tablets 80mg,simvastatin,dmd_code
256505001000027107,SIMVASTATIN sf oral susp 40mg/5ml,simvastatin,dmd_code
319997009,Simvastatin Tablets 20mg,simvastatin,dmd_code
240715001000027105,SIMVASTATIN + EZETIMIBE tabs 40mg + 10mg,simvastatin,dmd_code
240715001000027105,Simvastatin 40mg with ezetimibe 10mg tablet,simvastatin,dmd_code
414178007,EZETIMIBE + SIMVASTATIN tabs 10mg + 40mg,simvastatin,dmd_code
414178007,Simvastatin 40mg / Ezetimibe 10mg tablets,simvastatin,dmd_code
4580311000001109,Simvastatin 40mg tablets (Sandoz Ltd),simvastatin,dmd_code
319997009,SIMVASTATIN TAB 20,simvastatin,dmd_code
320000009,SIMVASTATIN TAB 40,simvastatin,dmd_code
319997009,SIMVASTATIN 20MG,simvastatin,dmd_code
320000009,Simvastatin Tablets 40mg,simvastatin,dmd_code
319996000,SIMVASTATIN 10MG TABS,simvastatin,dmd_code
299275001000027104,SIMVASTATIN 10mg tablets,simvastatin,dmd_code
414177002,EZETIMIBE + SIMVASTATIN tabs 10mg + 20mg,simvastatin,dmd_code
414177002,Simvastatin 20mg / Ezetimibe 10mg tablets,simvastatin,dmd_code
319996000,SIMVASTATIN tabs 10 mg,simvastatin,dmd_code
299275001000027104,SIMVASTATIN TAB 10MG,simvastatin,dmd_code
319996000,Simvastatin  Tablets  10 mg,simvastatin,dmd_code
319996000,SIMVASTATIN 10mg tablets,simvastatin,dmd_code
414179004,EZETIMIBE + SIMVASTATIN tabs 10mg + 80mg,simvastatin,dmd_code
414179004,Simvastatin 80mg / Ezetimibe 10mg tablets,simvastatin,dmd_code
299275001000027104,SIMVASTATIN,simvastatin,dmd_code
319997009,SIMVASTATIN 20mg tablets,simvastatin,dmd_code
319997009,SIMVASTATIN TAB 20MG,simvastatin,dmd_code
320000009,SIMVASTATIN TAB 40mg,simvastatin,dmd_code
319997009,SIMVASTATIN,simvastatin,dmd_code
319996000,simvastatin tablets 10mg,simvastatin,dmd_code
256505001000027107,SIMVASTATIN oral liq 40mg/5ml,simvastatin,dmd_code
320006003,Simvastatin Tablets 80 mg,simvastatin,dmd_code
414177002,Ezetimibe And Simvastatin Tablets 10 mg + 20 mg,simvastatin,dmd_code
319996000,SIMVASTATIN TAB 10MG,simvastatin,dmd_code
319996000,Simvastatin 10mg,simvastatin,dmd_code
319996000,Simvastatin Tablets 10mg,simvastatin,dmd_code
320006003,Simvastatin  Tablets  80 mg,simvastatin,dmd_code
299275001000027104,simvastatin tablets 20mg,simvastatin,dmd_code
299275001000027104,SIMVASTATIN tablets 80mg,simvastatin,dmd_code
299275001000027104,SIMVASTATIN tabs 20 mg,simvastatin,dmd_code
299275001000027104,SIMVASTATIN tabs 40 mg,simvastatin,dmd_code
bxd1.,Simvastatin 10mg tablets,simvastatin,read_2
bxd1.00,Simvastatin 10mg tablets,simvastatin,read_2
bxd1.00,SIMVASTATIN tabs 10mg,simvastatin,read_2
bxd1.00,SIMVASTATIN TAB 10mg,simvastatin,read_2
bxd1.00,SIMVASTATIN TABLETS 10 MG,simvastatin,read_2
bxd1.00,SIMVASTATIN TABS 10MG,simvastatin,read_2
bxd1.00,Simvastatin Tablets 10 mg,simvastatin,read_2
bxd1.00,SIMVASTATIN TAB 10,simvastatin,read_2
bxd1.00,SIMVASTATIN tablets 10mg,simvastatin,read_2
bxd1.00,Simvastatin tablets 10mg,simvastatin,read_2
bxd1.00,Simvastatin 10 mg tablets,simvastatin,read_2
bxd1.00,SIMVASTATIN 10MG TABS,simvastatin,read_2
bxd1.00,SIMVASTATIN tabs 10 mg,simvastatin,read_2
bxd1.00,Simvastatin  Tablets  10 mg,simvastatin,read_2
bxd1.00,SIMVASTATIN 10mg tablets,simvastatin,read_2
bxd1.00,simvastatin tablets 10mg,simvastatin,read_2
bxd1.00,SIMVASTATIN TAB 10MG,simvastatin,read_2
bxd1.00,Simvastatin 10mg,simvastatin,read_2
bxd1.00,Simvastatin Tablets 10mg,simvastatin,read_2
bxd2.,Simvastatin 20mg tablets,simvastatin,read_2
bxd2.,SIMVASTATIN tabs 20mg,simvastatin,read_2
bxd2.00,SIMVASTATIN tabs 20mg,simvastatin,read_2
bxd2.00,Simvastatin 20mg tablets,simvastatin,read_2
bxd2.00,Simvastatin  Tablets  20 mg,simvastatin,read_2
bxd2.00,SIMVASTATIN tablets 20mg,simvastatin,read_2
bxd2.00,SIMVASTATIN TABS 20MG,simvastatin,read_2
bxd2.00,Simvastatin tablets 20mg,simvastatin,read_2
bxd2.00,Simvastatin Tablets 20 mg,simvastatin,read_2
bxd2.00,SIMVASTATIN TAB 20mg,simvastatin,read_2
bxd2.00,simvastatin tablets 20mg,simvastatin,read_2
bxd2.00,Simvastatin Tablets 20mg,simvastatin,read_2
bxd2.00,SIMVASTATIN TAB 20,simvastatin,read_2
bxd2.00,SIMVASTATIN 20MG,simvastatin,read_2
bxd2.00,SIMVASTATIN 20mg tablets,simvastatin,read_2
bxd2.00,SIMVASTATIN TAB 20MG,simvastatin,read_2
bxd2.00,SIMVASTATIN,simvastatin,read_2
bxd5.,Simvastatin 40mg tablets,simvastatin,read_2
bxd5.,SIMVASTATIN tabs 40mg,simvastatin,read_2
bxd5.,Simvastatin Tablets 40mg,simvastatin,read_2
bxd5.00,Simvastatin 40mg tablets,simvastatin,read_2
bxd5.00,SIMVASTATIN tabs 40mg,simvastatin,read_2
bxd5.00,Simvastatin tablets 40mg,simvastatin,read_2
bxd5.00,SIMVASTATIN tablets 40mg,simvastatin,read_2
bxd5.00,Simvastatin  Tablets  40 mg,simvastatin,read_2
bxd5.00,simvastatin tablets 40mg,simvastatin,read_2
bxd5.00,Simvastatin Tablets 40 mg,simvastatin,read_2
bxd5.00,Simvastatin 40mg tablets (Sandoz Ltd),simvastatin,read_2
bxd5.00,SIMVASTATIN TAB 40,simvastatin,read_2
bxd5.00,Simvastatin Tablets 40mg,simvastatin,read_2
bxd5.00,SIMVASTATIN TAB 40mg,simvastatin,read_2
bxdv.,Simvastatin 40mg/5ml oral suspension sugar free,simvastatin,read_2
bxdv.00,SIMVASTATIN sf oral susp 40mg/5ml,simvastatin,read_2
bxdv.00,SIMVASTATIN oral liq 40mg/5ml,simvastatin,read_2
bxdw.,EZETIMIBE + SIMVASTATIN tabs 10mg + 80mg,simvastatin,read_2
bxdw.,Simvastatin 80mg / Ezetimibe 10mg tablets,simvastatin,read_2
